"hs2_code","hs2_heading","hs4_code","hs4_heading"
"32","Paints, dyes, & varnishes","3206","Other Coloring Matter"
"32","Paints, dyes, & varnishes","3207","Prepared Pigments"
"32","Paints, dyes, & varnishes","3208","Nonaqueous Paints"
"32","Paints, dyes, & varnishes","3209","Aqueous Paints"
"32","Paints, dyes, & varnishes","3210","Other Paints"
"32","Paints, dyes, & varnishes","3211","Prepared Paint Driers"
"32","Paints, dyes, & varnishes","3212","Nonaqueous Pigments"
"32","Paints, dyes, & varnishes","3213","Artistry Paints"
"32","Paints, dyes, & varnishes","3214","Glaziers Putty"
"32","Paints, dyes, & varnishes","3215","Ink"
"32","Paints, dyes, & varnishes","3298","Small shipments in extra trade (Chapter 32)"
"33","Perfumery & cosmetics","3301","Essential Oils"
"33","Perfumery & cosmetics","3302","Scented Mixtures"
"33","Perfumery & cosmetics","3303","Perfumes"
"33","Perfumery & cosmetics","3304","Beauty Products"
"33","Perfumery & cosmetics","3305","Hair Products"
"33","Perfumery & cosmetics","3306","Dental Products"
"33","Perfumery & cosmetics","3307","Shaving Products"
"33","Perfumery & cosmetics","3398","Small shipments in extra trade (Chapter 33)"
"34","Soap, cleaners, candles, dental, modelling pastes","3401","Soap"
"34","Soap, cleaners, candles, dental, modelling pastes","3402","Cleaning Products"
"34","Soap, cleaners, candles, dental, modelling pastes","3403","Lubricating Products"
"34","Soap, cleaners, candles, dental, modelling pastes","3404","Waxes"
"34","Soap, cleaners, candles, dental, modelling pastes","3405","Polishes and Creams"
"34","Soap, cleaners, candles, dental, modelling pastes","3406","Candles"
"34","Soap, cleaners, candles, dental, modelling pastes","3407","Pastes and Waxes"
"34","Soap, cleaners, candles, dental, modelling pastes","3498","Small shipments in extra trade (Chapter 34)"
